gene	KOG_class
LOC101863124	NA
LOC101864544	Lipid transport and metabolism 
LOC106012781	Signal transduction mechanisms 
LOC101847520	Extracellular structures 
LOC101847061	RNA processing and modification 
LOC101848458	Inorganic ion transport and metabolism 
LOC101847987	Lipid transport and metabolism 
LOC101848229	Cell wall/membrane/envelope biogenesis 
LOC101848909	NA
LOC101853024	Transcription 
LOC101852348	NA
LOC101856454	Defense mechanisms 
LOC101855969	Coenzyme transport and metabolism 
LOC101855969	Energy production and conversion 
LOC101856682	Signal transduction mechanisms 
LOC101859123	Signal transduction mechanisms 
LOC101858125	Signal transduction mechanisms 
LOC101855694	Lipid transport and metabolism 
LOC101859355	Lipid transport and metabolism 
LOC101862968	Posttranslational modification, protein turnover, chaperones 
LOC101864646	Amino acid transport and metabolism 
LOC101864171	Secondary metabolites biosynthesis, transport and catabolism 
LOC101864171	Lipid transport and metabolism 
LOC106012787	Posttranslational modification, protein turnover, chaperones 
LOC101849637	Secondary metabolites biosynthesis, transport and catabolism 
LOC101850106	Coenzyme transport and metabolism 
LOC101850356	Signal transduction mechanisms 
LOC101845948	Transcription 
LOC106012790	Cell wall/membrane/envelope biogenesis 
LOC101853576	Cell cycle control, cell division, chromosome partitioning 
LOC101852205	Extracellular structures 
LOC101856370	NA
LOC101857432	Inorganic ion transport and metabolism 
LOC101861066	Intracellular trafficking, secretion, and vesicular transport 
LOC101855921	NA
LOC106012794	Translation, ribosomal structure and biogenesis 
LOC101846758	NA
LOC101849152	Carbohydrate transport and metabolism 
LOC101849638	NA
LOC106012797	NA
LOC106012798	Translation, ribosomal structure and biogenesis 
LOC101853405	NA
LOC101853640	Cell wall/membrane/envelope biogenesis 
LOC101852114	Posttranslational modification, protein turnover, chaperones 
LOC101854114	Intracellular trafficking, secretion, and vesicular transport 
LOC101852497	NA
LOC101852950	Inorganic ion transport and metabolism 
LOC101855815	NA
LOC101857273	Energy production and conversion 
LOC101856625	Posttranslational modification, protein turnover, chaperones 
LOC101860996	Transcription 
LOC101860764	Signal transduction mechanisms 
LOC101857668	NA
LOC101860520	Amino acid transport and metabolism 
LOC101860277	NA
LOC101863210	NA
LOC101863693	Posttranslational modification, protein turnover, chaperones 
LOC101862969	Chromatin structure and dynamics 
LOC101862969	Transcription 
LOC101846240	Replication, recombination and repair 
LOC101849153	NA
LOC101849399	NA
LOC101857609	Signal transduction mechanisms 
LOC101849639	Carbohydrate transport and metabolism 
LOC101854275	Signal transduction mechanisms 
LOC101855442	Inorganic ion transport and metabolism 
LOC101855673	Inorganic ion transport and metabolism 
LOC101855899	Inorganic ion transport and metabolism 
LOC101858731	Transcription 
LOC101858961	Cell wall/membrane/envelope biogenesis 
LOC101857433	Posttranslational modification, protein turnover, chaperones 
LOC101856858	RNA processing and modification 
LOC101857669	Signal transduction mechanisms 
LOC101858297	Coenzyme transport and metabolism 
LOC101862673	Amino acid transport and metabolism 
LOC106012813	NA
LOC101862438	Amino acid transport and metabolism 
LOC101857081	Signal transduction mechanisms 
LOC106012814	Signal transduction mechanisms 
LOC101847679	Posttranslational modification, protein turnover, chaperones 
LOC101848232	RNA processing and modification 
LOC101862086	NA
LOC101853188	NA
LOC106012819	Defense mechanisms 
LOC101857354	Signal transduction mechanisms 
LOC101856915	Signal transduction mechanisms 
LOC101856207	Defense mechanisms 
LOC101860681	Posttranslational modification, protein turnover, chaperones 
LOC101861977	NA
LOC101862439	Intracellular trafficking, secretion, and vesicular transport 
LOC101861533	NA
LOC106012827	NA
LOC101850667	Signal transduction mechanisms 
LOC101856529	Cytoskeleton 
LOC101856045	Lipid transport and metabolism 
LOC101854193	NA
LOC101859962	Intracellular trafficking, secretion, and vesicular transport 
LOC101848090	Posttranslational modification, protein turnover, chaperones 
LOC101864706	Signal transduction mechanisms 
LOC101846242	Intracellular trafficking, secretion, and vesicular transport 
LOC101847605	NA
LOC101847365	Posttranslational modification, protein turnover, chaperones 
LOC101847138	NA
LOC101849640	Secondary metabolites biosynthesis, transport and catabolism 
LOC101855395	NA
LOC101850109	Intracellular trafficking, secretion, and vesicular transport 
LOC101858055	Secondary metabolites biosynthesis, transport and catabolism 
LOC101853879	Transcription 
LOC101863390	NA
LOC101855844	Cell cycle control, cell division, chromosome partitioning 
LOC101857355	NA
LOC101863839	Cell cycle control, cell division, chromosome partitioning 
LOC101863839	Intracellular trafficking, secretion, and vesicular transport 
LOC106012845	NA
LOC101864323	Translation, ribosomal structure and biogenesis 
LOC101864086	NA
LOC106012847	NA
LOC101856313	NA
LOC101863372	Transcription 
LOC101849401	
LOC106012849	NA
LOC101848914	RNA processing and modification 
LOC101851601	Cytoskeleton 
LOC101853725	Carbohydrate transport and metabolism 
LOC101853117	Cytoskeleton 
LOC101852718	Energy production and conversion 
LOC106012858	NA
LOC106012859	Inorganic ion transport and metabolism 
LOC106012861	NA
LOC106012862	Energy production and conversion 
LOC106012863	
LOC101857136	Secondary metabolites biosynthesis, transport and catabolism 
LOC106012865	NA
LOC101861534	Secondary metabolites biosynthesis, transport and catabolism 
LOC101861534	Lipid transport and metabolism 
LOC101861068	NA
LOC101860356	NA
LOC101861310	NA
LOC101860839	NA
LOC101845190	Coenzyme transport and metabolism 
LOC101864476	Signal transduction mechanisms 
LOC106012868	Extracellular structures 
LOC101845419	Intracellular trafficking, secretion, and vesicular transport 
LOC101846086	Transcription 
LOC101845871	Carbohydrate transport and metabolism 
LOC106012870	Carbohydrate transport and metabolism 
LOC106012874	NA
LOC101850985	Signal transduction mechanisms 
LOC101856554	NA
LOC101858210	Signal transduction mechanisms 
LOC101858662	Lipid transport and metabolism 
LOC106012877	NA
LOC101859126	Secondary metabolites biosynthesis, transport and catabolism 
LOC101859126	Inorganic ion transport and metabolism 
LOC101860044	NA
LOC101861761	Posttranslational modification, protein turnover, chaperones 
LOC101846377	Lipid transport and metabolism 
LOC101846836	Cytoskeleton 
LOC101851603	Signal transduction mechanisms 
LOC101850668	Replication, recombination and repair 
LOC101850197	Posttranslational modification, protein turnover, chaperones 
LOC106012883	NA
LOC101848559	Transcription 
LOC101852719	Replication, recombination and repair 
LOC101852719	Signal transduction mechanisms 
LOC101852719	Transcription 
LOC101857592	NA
LOC101857822	NA
LOC101860119	Signal transduction mechanisms 
LOC101859884	Posttranslational modification, protein turnover, chaperones 
LOC101863463	Cell cycle control, cell division, chromosome partitioning 
LOC101863463	RNA processing and modification 
LOC101864173	Energy production and conversion 
LOC106012886	NA
LOC101845420	Posttranslational modification, protein turnover, chaperones 
LOC101850198	Signal transduction mechanisms 
LOC101851146	Carbohydrate transport and metabolism 
LOC106012888	Transcription 
LOC101848540	NA
LOC101850432	Cytoskeleton 
LOC101850432	Signal transduction mechanisms 
LOC106012889	Transcription 
LOC101858379	NA
LOC101848993	NA
LOC101850905	NA
LOC106012892	Signal transduction mechanisms 
LOC101849264	Carbohydrate transport and metabolism 
LOC101849256	NA
LOC101852350	Lipid transport and metabolism 
LOC101852793	NA
LOC101854437	Carbohydrate transport and metabolism 
LOC101854895	Carbohydrate transport and metabolism 
LOC101855588	Posttranslational modification, protein turnover, chaperones 
LOC106012896	Inorganic ion transport and metabolism 
LOC101846521	Inorganic ion transport and metabolism 
LOC101846521	Signal transduction mechanisms 
LOC101846760	Carbohydrate transport and metabolism 
LOC101858595	Translation, ribosomal structure and biogenesis 
LOC101846981	Posttranslational modification, protein turnover, chaperones 
LOC101851291	Signal transduction mechanisms 
LOC106012901	Cytoskeleton 
LOC101855286	NA
LOC106012903	
LOC101855048	Signal transduction mechanisms 
LOC101859507	Carbohydrate transport and metabolism 
LOC101859070	NA
LOC101864252	NA
LOC101863049	NA
LOC101864708	Transcription 
LOC106012913	NA
LOC101853727	Signal transduction mechanisms 
LOC101853727	Intracellular trafficking, secretion, and vesicular transport 
LOC101855974	Cytoskeleton 
LOC106012916	NA
LOC101857593	Signal transduction mechanisms 
LOC101859731	NA
LOC106012918	NA
LOC101863535	Signal transduction mechanisms 
LOC101863770	Signal transduction mechanisms 
LOC101861229	NA
LOC106012921	Carbohydrate transport and metabolism 
LOC106012922	Carbohydrate transport and metabolism 
LOC101849488	
LOC106012923	NA
LOC101859299	NA
LOC101859663	NA
LOC101862371	NA
LOC106012930	Carbohydrate transport and metabolism 
LOC101846762	Translation, ribosomal structure and biogenesis 
LOC101863214	Signal transduction mechanisms 
LOC101856776	Signal transduction mechanisms 
LOC101849489	Carbohydrate transport and metabolism 
LOC101849723	Cytoskeleton 
LOC101850670	Inorganic ion transport and metabolism 
LOC106012935	NA
LOC101851981	Carbohydrate transport and metabolism 
LOC101852649	Lipid transport and metabolism 
LOC101856046	Inorganic ion transport and metabolism 
LOC106012938	Transcription 
LOC101855590	Replication, recombination and repair 
LOC101853580	Secondary metabolites biosynthesis, transport and catabolism 
LOC101858439	Signal transduction mechanisms 
LOC101858213	NA
LOC106012941	Carbohydrate transport and metabolism 
LOC101858888	NA
LOC101845800	NA
LOC101846912	NA
LOC101864175	NA
LOC101847837	Posttranslational modification, protein turnover, chaperones 
LOC101847837	Cell cycle control, cell division, chromosome partitioning 
LOC101846686	NA
LOC106012947	Posttranslational modification, protein turnover, chaperones 
LOC101852353	NA
LOC101853490	NA
LOC101852119	Posttranslational modification, protein turnover, chaperones 
LOC106012949	Replication, recombination and repair 
LOC101855746	Cytoskeleton 
LOC101860442	Secondary metabolites biosynthesis, transport and catabolism 
LOC101864015	Posttranslational modification, protein turnover, chaperones 
LOC101863052	Amino acid transport and metabolism 
LOC101845644	Cytoskeleton 
LOC106012959	Amino acid transport and metabolism 
LOC101845422	Posttranslational modification, protein turnover, chaperones 
LOC101848839	Secondary metabolites biosynthesis, transport and catabolism 
LOC101848607	Secondary metabolites biosynthesis, transport and catabolism 
LOC101848607	Lipid transport and metabolism 
LOC101847682	Cell cycle control, cell division, chromosome partitioning 
LOC101847448	Defense mechanisms 
LOC101851169	Translation, ribosomal structure and biogenesis 
LOC101850278	NA
LOC101854747	Lipid transport and metabolism 
LOC101851385	Signal transduction mechanisms 
LOC101854044	Cytoskeleton 
LOC101854526	NA
LOC101859594	Signal transduction mechanisms 
LOC101851846	Nucleotide transport and metabolism 
LOC101860278	Signal transduction mechanisms 
LOC101859357	Extracellular structures 
LOC106012971	NA
LOC101862677	Inorganic ion transport and metabolism 
LOC101864325	NA
LOC101847683	Posttranslational modification, protein turnover, chaperones 
LOC101852074	Translation, ribosomal structure and biogenesis 
LOC101848379	Signal transduction mechanisms 
LOC101847902	Carbohydrate transport and metabolism 
LOC101851437	Signal transduction mechanisms 
LOC106012979	Amino acid transport and metabolism 
LOC101854666	Signal transduction mechanisms 
LOC101854439	Cell cycle control, cell division, chromosome partitioning 
LOC101857900	Signal transduction mechanisms 
LOC101857206	Signal transduction mechanisms 
LOC101856533	Intracellular trafficking, secretion, and vesicular transport 
LOC106012982	NA
LOC106012983	Intracellular trafficking, secretion, and vesicular transport 
LOC106012984	NA
LOC101858128	Signal transduction mechanisms 
LOC101858128	Inorganic ion transport and metabolism 
LOC101858511	Transcription 
LOC106012986	NA
LOC101861537	Posttranslational modification, protein turnover, chaperones 
LOC101863773	Transcription 
LOC101863295	NA
LOC101864712	NA
LOC101863538	Signal transduction mechanisms 
LOC101850987	Cytoskeleton 
LOC101851219	Cytoskeleton 
LOC101850749	Carbohydrate transport and metabolism 
LOC101852748	
LOC106012993	Signal transduction mechanisms 
LOC106012993	Posttranslational modification, protein turnover, chaperones 
LOC101853642	Cytoskeleton 
LOC101857361	Inorganic ion transport and metabolism 
LOC101860046	NA
LOC101862678	Transcription 
LOC106013000	NA
LOC101862214	Translation, ribosomal structure and biogenesis 
LOC101845268	Amino acid transport and metabolism 
LOC106013004	Signal transduction mechanisms 
LOC106013005	NA
LOC106013006	
LOC101847286	Replication, recombination and repair 
LOC101847286	Signal transduction mechanisms 
LOC101847286	Transcription 
